proj,algo,exp,iter,F1,fpr,fnr,recall,tnr,precision,auc,G,accuracy,Gmean,balance,tp,tn,fp,fn
f5,rs,5,1,0.1818181818181818,0.5,0.5,0.5,0.5,0.1111111111111111,0.5,0.5,0.5,0.31426968052735443,0.5,1.0,8.0,8.0,1.0
f5,spea2,5,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16.0,0.0,0.0
f6,ga,6,1,0.5555555555555556,0.5833333333333334,0.16666666666666666,0.8333333333333334,0.4166666666666667,0.4166666666666667,0.625,0.5892556509887896,0.5555555555555556,0.5892556509887896,0.5710154107922083,5.0,5.0,7.0,1.0
f6,ibea,6,1,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.7777777777777778,0.8660254037844386,0.5285954792089683,2.0,12.0,0.0,4.0
f6,nsga2,6,1,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.7777777777777778,0.8660254037844386,0.5285954792089683,2.0,12.0,0.0,4.0
f6,nsga3,6,1,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.7777777777777778,0.8660254037844386,0.5285954792089683,2.0,12.0,0.0,4.0
f6,rs,6,1,0.4705882352941177,0.5833333333333334,0.3333333333333333,0.6666666666666666,0.4166666666666667,0.36363636363636365,0.5416666666666665,0.5270462766947299,0.5,0.5096471914376256,0.5249269062086925,4.0,5.0,7.0,2.0
f6,spea2,6,1,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.7777777777777778,0.8660254037844386,0.5285954792089683,2.0,12.0,0.0,4.0
f7,ga,7,1,0.0,0.6428571428571429,1.0,0.0,0.35714285714285715,0.0,0.17857142857142855,0.0,0.2777777777777778,0.0,0.1593855502900129,0.0,5.0,9.0,4.0
f7,ibea,7,1,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.7777777777777778,0.0,0.29289321881345254,0.0,14.0,0.0,4.0
f7,nsga2,7,1,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.7777777777777778,0.0,0.29289321881345254,0.0,14.0,0.0,4.0
f7,nsga3,7,1,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.7777777777777778,0.0,0.29289321881345254,0.0,14.0,0.0,4.0
f7,rs,7,1,0.0,0.35714285714285715,1.0,0.0,0.6428571428571429,0.0,0.3214285714285714,0.0,0.5,0.0,0.2491501413704058,0.0,9.0,5.0,4.0
f7,spea2,7,1,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.7777777777777778,0.0,0.29289321881345254,0.0,14.0,0.0,4.0
f8,ga,8,1,0.3333333333333333,0.42857142857142855,0.5,0.5,0.5714285714285714,0.25,0.5357142857142857,0.5345224838248488,0.5555555555555556,0.4472135954999579,0.534342685342668,2.0,8.0,6.0,2.0
f8,ibea,8,1,0.8571428571428571,0.0,0.25,0.75,1.0,1.0,0.875,0.8660254037844386,0.9444444444444444,0.9660917830792959,0.8232233047033631,3.0,14.0,0.0,1.0
f8,nsga2,8,1,0.8571428571428571,0.0,0.25,0.75,1.0,1.0,0.875,0.8660254037844386,0.9444444444444444,0.9660917830792959,0.8232233047033631,3.0,14.0,0.0,1.0
f8,nsga3,8,1,0.8571428571428571,0.0,0.25,0.75,1.0,1.0,0.875,0.8660254037844386,0.9444444444444444,0.9660917830792959,0.8232233047033631,3.0,14.0,0.0,1.0
f8,rs,8,1,0.18181818181818182,0.42857142857142855,0.75,0.25,0.5714285714285714,0.14285714285714285,0.4107142857142857,0.3779644730092272,0.5,0.3223291856101521,0.3891917365540333,1.0,8.0,6.0,3.0
f8,spea2,8,1,0.8571428571428571,0.0,0.25,0.75,1.0,1.0,0.875,0.8660254037844386,0.9444444444444444,0.9660917830792959,0.8232233047033631,3.0,14.0,0.0,1.0
f9,ga,9,1,0.1818181818181818,0.5,0.5,0.5,0.5,0.1111111111111111,0.5,0.5,0.5,0.31426968052735443,0.5,1.0,8.0,8.0,1.0
f9,ibea,9,1,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408,2.0,15.0,1.0,0.0
f9,nsga2,9,1,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408,2.0,15.0,1.0,0.0
f9,nsga3,9,1,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408,2.0,15.0,1.0,0.0
f9,rs,9,1,0.14285714285714285,0.6875,0.5,0.5,0.3125,0.08333333333333333,0.40625,0.39528470752104744,0.3333333333333333,0.26352313834736496,0.3988942480727705,1.0,5.0,11.0,1.0
f9,spea2,9,1,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408,2.0,15.0,1.0,0.0
f10,ga,0,2,0.26666666666666666,0.7692307692307693,0.3333333333333333,0.6666666666666666,0.23076923076923078,0.16666666666666666,0.4487179487179486,0.3922322702763681,0.3125,0.3535533905932738,0.407198562989903,2.0,3.0,10.0,1.0
f10,ibea,0,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,0.0,0.0
f10,nsga2,0,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,0.0,0.0
f10,nsga3,0,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,0.0,0.0
f10,rs,0,2,0.28571428571428575,0.6923076923076923,0.3333333333333333,0.6666666666666666,0.3076923076923077,0.18181818181818182,0.4871794871794871,0.4529108136578383,0.375,0.38138503569823695,0.4566764076816131,2.0,4.0,9.0,1.0
f10,spea2,0,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,0.0,0.0
f1,ga,1,2,0.15384615384615383,0.5714285714285714,0.75,0.25,0.42857142857142855,0.1111111111111111,0.3392857142857143,0.32732683535398854,0.3888888888888889,0.2721655269759087,0.3332801891930548,1.0,6.0,8.0,3.0
f1,ibea,1,2,0.75,0.07142857142857142,0.25,0.75,0.9285714285714286,0.75,0.8392857142857143,0.8345229603962802,0.8888888888888888,0.8345229603962802,0.8161494617680893,3.0,13.0,1.0,1.0
f1,nsga2,1,2,0.75,0.07142857142857142,0.25,0.75,0.9285714285714286,0.75,0.8392857142857143,0.8345229603962802,0.8888888888888888,0.8345229603962802,0.8161494617680893,3.0,13.0,1.0,1.0
f1,nsga3,1,2,0.75,0.07142857142857142,0.25,0.75,0.9285714285714286,0.75,0.8392857142857143,0.8345229603962802,0.8888888888888888,0.8345229603962802,0.8161494617680893,3.0,13.0,1.0,1.0
f1,rs,1,2,0.15384615384615383,0.5714285714285714,0.75,0.25,0.42857142857142855,0.1111111111111111,0.3392857142857143,0.32732683535398854,0.3888888888888889,0.2721655269759087,0.3332801891930548,1.0,6.0,8.0,3.0
f1,spea2,1,2,0.75,0.07142857142857142,0.25,0.75,0.9285714285714286,0.75,0.8392857142857143,0.8345229603962802,0.8888888888888888,0.8345229603962802,0.8161494617680893,3.0,13.0,1.0,1.0
f2,ga,2,2,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.5,0.4714045207910317,0.6111111111111112,0.37267799624996495,0.4729537233052702,1.0,10.0,5.0,2.0
f2,ibea,2,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,0.0,0.0
f2,nsga2,2,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,0.0,0.0
f2,nsga3,2,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,0.0,0.0
f2,rs,2,2,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.5,0.4714045207910317,0.6111111111111112,0.37267799624996495,0.4729537233052702,1.0,10.0,5.0,2.0
f2,spea2,2,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,0.0,0.0
f3,ga,3,2,0.625,0.46153846153846156,0.0,1.0,0.5384615384615384,0.45454545454545453,0.7692307692307692,0.7337993857053428,0.6666666666666666,0.674199862463242,0.6736430240677473,5.0,7.0,6.0,0.0
f3,ibea,3,2,0.7499999999999999,0.0,0.4,0.6,1.0,1.0,0.8,0.7745966692414834,0.8888888888888888,0.9309493362512627,0.717157287525381,3.0,13.0,0.0,2.0
f3,nsga2,3,2,0.7499999999999999,0.0,0.4,0.6,1.0,1.0,0.8,0.7745966692414834,0.8888888888888888,0.9309493362512627,0.717157287525381,3.0,13.0,0.0,2.0
f3,nsga3,3,2,0.7499999999999999,0.0,0.4,0.6,1.0,1.0,0.8,0.7745966692414834,0.8888888888888888,0.9309493362512627,0.717157287525381,3.0,13.0,0.0,2.0
f3,rs,3,2,0.42857142857142855,0.46153846153846156,0.4,0.6,0.5384615384615384,0.3333333333333333,0.5692307692307692,0.5683985600588051,0.5555555555555556,0.5091750772173156,0.5681332662271323,3.0,7.0,6.0,2.0
f3,spea2,3,2,0.7499999999999999,0.0,0.4,0.6,1.0,1.0,0.8,0.7745966692414834,0.8888888888888888,0.9309493362512627,0.717157287525381,3.0,13.0,0.0,2.0
f4,ga,4,2,0.14285714285714288,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2548235957188128,0.33333333333333337,1.0,5.0,10.0,2.0
f4,ibea,4,2,0.8,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.8333333333333333,0.816496580927726,0.9444444444444444,0.9682458365518543,0.7642977396044841,2.0,15.0,0.0,1.0
f4,nsga2,4,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,0.0,0.0
f4,nsga3,4,2,0.8,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.8333333333333333,0.816496580927726,0.9444444444444444,0.9682458365518543,0.7642977396044841,2.0,15.0,0.0,1.0
f4,rs,4,2,0.14285714285714288,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2548235957188128,0.33333333333333337,1.0,5.0,10.0,2.0
f4,spea2,4,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,0.0,0.0
f5,ga,5,2,0.1818181818181818,0.5,0.5,0.5,0.5,0.1111111111111111,0.5,0.5,0.5,0.31426968052735443,0.5,1.0,8.0,8.0,1.0
f5,ibea,5,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16.0,0.0,0.0
f5,nsga2,5,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16.0,0.0,0.0
f5,nsga3,5,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16.0,0.0,0.0
f5,rs,5,2,0.2666666666666667,0.6875,0.0,1.0,0.3125,0.15384615384615385,0.65625,0.5590169943749475,0.3888888888888889,0.3922322702763681,0.5138640879342486,2.0,5.0,11.0,0.0
f5,spea2,5,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16.0,0.0,0.0
f6,ga,6,2,0.6666666666666666,0.5,0.0,1.0,0.5,0.5,0.75,0.7071067811865476,0.6666666666666666,0.7071067811865476,0.6464466094067263,6.0,6.0,6.0,0.0
f6,ibea,6,2,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.7777777777777778,0.8660254037844386,0.5285954792089683,2.0,12.0,0.0,4.0
f6,nsga2,6,2,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.7777777777777778,0.8660254037844386,0.5285954792089683,2.0,12.0,0.0,4.0
f6,nsga3,6,2,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.7777777777777778,0.8660254037844386,0.5285954792089683,2.0,12.0,0.0,4.0
f6,rs,6,2,0.6666666666666666,0.5,0.0,1.0,0.5,0.5,0.75,0.7071067811865476,0.6666666666666666,0.7071067811865476,0.6464466094067263,6.0,6.0,6.0,0.0
f6,spea2,6,2,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.7777777777777778,0.8660254037844386,0.5285954792089683,2.0,12.0,0.0,4.0
f7,ga,7,2,0.0,0.35714285714285715,1.0,0.0,0.6428571428571429,0.0,0.3214285714285714,0.0,0.5,0.0,0.2491501413704058,0.0,9.0,5.0,4.0
f7,ibea,7,2,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.7777777777777778,0.0,0.29289321881345254,0.0,14.0,0.0,4.0
f7,nsga2,7,2,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.7777777777777778,0.0,0.29289321881345254,0.0,14.0,0.0,4.0
f7,nsga3,7,2,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.7777777777777778,0.0,0.29289321881345254,0.0,14.0,0.0,4.0
f7,rs,7,2,0.0,0.5714285714285714,1.0,0.0,0.42857142857142855,0.0,0.2142857142857143,0.0,0.3333333333333333,0.0,0.18558898207204444,0.0,6.0,8.0,4.0
f7,spea2,7,2,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.7777777777777778,0.0,0.29289321881345254,0.0,14.0,0.0,4.0
f8,ga,8,2,0.3333333333333333,0.42857142857142855,0.5,0.5,0.5714285714285714,0.25,0.5357142857142857,0.5345224838248488,0.5555555555555556,0.4472135954999579,0.534342685342668,2.0,8.0,6.0,2.0
f8,ibea,8,2,0.8571428571428571,0.0,0.25,0.75,1.0,1.0,0.875,0.8660254037844386,0.9444444444444444,0.9660917830792959,0.8232233047033631,3.0,14.0,0.0,1.0
f8,nsga2,8,2,0.8571428571428571,0.0,0.25,0.75,1.0,1.0,0.875,0.8660254037844386,0.9444444444444444,0.9660917830792959,0.8232233047033631,3.0,14.0,0.0,1.0
f8,nsga3,8,2,0.8571428571428571,0.0,0.25,0.75,1.0,1.0,0.875,0.8660254037844386,0.9444444444444444,0.9660917830792959,0.8232233047033631,3.0,14.0,0.0,1.0
f8,rs,8,2,0.3333333333333333,0.42857142857142855,0.5,0.5,0.5714285714285714,0.25,0.5357142857142857,0.5345224838248488,0.5555555555555556,0.4472135954999579,0.534342685342668,2.0,8.0,6.0,2.0
f8,spea2,8,2,0.8571428571428571,0.0,0.25,0.75,1.0,1.0,0.875,0.8660254037844386,0.9444444444444444,0.9660917830792959,0.8232233047033631,3.0,14.0,0.0,1.0
f9,ga,9,2,0.25,0.75,0.0,1.0,0.25,0.14285714285714285,0.625,0.5,0.3333333333333333,0.3779644730092272,0.4696699141100894,2.0,4.0,12.0,0.0
f9,ibea,9,2,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408,2.0,15.0,1.0,0.0
f9,nsga2,9,2,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408,2.0,15.0,1.0,0.0
f9,nsga3,9,2,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408,2.0,15.0,1.0,0.0
f9,rs,9,2,0.14285714285714285,0.6875,0.5,0.5,0.3125,0.08333333333333333,0.40625,0.39528470752104744,0.3333333333333333,0.26352313834736496,0.3988942480727705,1.0,5.0,11.0,1.0
f9,spea2,9,2,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408,2.0,15.0,1.0,0.0
f10,ga,0,3,0.28571428571428575,0.6923076923076923,0.3333333333333333,0.6666666666666666,0.3076923076923077,0.18181818181818182,0.4871794871794871,0.4529108136578383,0.375,0.38138503569823695,0.4566764076816131,2.0,4.0,9.0,1.0
f10,ibea,0,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,0.0,0.0
f10,nsga2,0,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,0.0,0.0
f10,nsga3,0,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,0.0,0.0
f10,rs,0,3,0.15384615384615383,0.6923076923076923,0.6666666666666666,0.3333333333333333,0.3076923076923077,0.1,0.3205128205128205,0.32025630761017426,0.3125,0.2581988897471611,0.3203918830410989,1.0,4.0,9.0,2.0
f10,spea2,0,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,0.0,0.0
f1,ga,1,3,0.15384615384615383,0.5714285714285714,0.75,0.25,0.42857142857142855,0.1111111111111111,0.3392857142857143,0.32732683535398854,0.3888888888888889,0.2721655269759087,0.3332801891930548,1.0,6.0,8.0,3.0
f1,ibea,1,3,0.75,0.07142857142857142,0.25,0.75,0.9285714285714286,0.75,0.8392857142857143,0.8345229603962802,0.8888888888888888,0.8345229603962802,0.8161494617680893,3.0,13.0,1.0,1.0
f1,nsga2,1,3,0.75,0.07142857142857142,0.25,0.75,0.9285714285714286,0.75,0.8392857142857143,0.8345229603962802,0.8888888888888888,0.8345229603962802,0.8161494617680893,3.0,13.0,1.0,1.0
f1,nsga3,1,3,0.75,0.07142857142857142,0.25,0.75,0.9285714285714286,0.75,0.8392857142857143,0.8345229603962802,0.8888888888888888,0.8345229603962802,0.8161494617680893,3.0,13.0,1.0,1.0
f1,rs,1,3,0.375,0.6428571428571429,0.25,0.75,0.35714285714285715,0.25,0.5535714285714286,0.5175491695067657,0.4444444444444444,0.45643546458763845,0.5122678470090121,3.0,5.0,9.0,1.0
f1,spea2,1,3,0.75,0.07142857142857142,0.25,0.75,0.9285714285714286,0.75,0.8392857142857143,0.8345229603962802,0.8888888888888888,0.8345229603962802,0.8161494617680893,3.0,13.0,1.0,1.0
f2,ga,2,3,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.5,0.4714045207910317,0.6111111111111112,0.37267799624996495,0.4729537233052702,1.0,10.0,5.0,2.0
f2,ibea,2,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,0.0,0.0
f2,nsga2,2,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,0.0,0.0
f2,nsga3,2,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,0.0,0.0
f2,rs,2,3,0.375,0.6666666666666666,0.0,1.0,0.3333333333333333,0.23076923076923078,0.6666666666666667,0.5773502691896257,0.4444444444444444,0.4803844614152614,0.5285954792089684,3.0,5.0,10.0,0.0
f2,spea2,2,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,0.0,0.0
f3,ga,3,3,0.3636363636363636,0.3076923076923077,0.6,0.4,0.6923076923076923,0.3333333333333333,0.5461538461538461,0.5262348115842176,0.6111111111111112,0.5,0.5232010086981005,2.0,9.0,4.0,3.0
f3,ibea,3,3,0.7499999999999999,0.0,0.4,0.6,1.0,1.0,0.8,0.7745966692414834,0.8888888888888888,0.9309493362512627,0.717157287525381,3.0,13.0,0.0,2.0
f3,nsga2,3,3,0.7499999999999999,0.0,0.4,0.6,1.0,1.0,0.8,0.7745966692414834,0.8888888888888888,0.9309493362512627,0.717157287525381,3.0,13.0,0.0,2.0
f3,nsga3,3,3,0.7499999999999999,0.0,0.4,0.6,1.0,1.0,0.8,0.7745966692414834,0.8888888888888888,0.9309493362512627,0.717157287525381,3.0,13.0,0.0,2.0
f3,rs,3,3,0.3636363636363636,0.3076923076923077,0.6,0.4,0.6923076923076923,0.3333333333333333,0.5461538461538461,0.5262348115842176,0.6111111111111112,0.5,0.5232010086981005,2.0,9.0,4.0,3.0
f3,spea2,3,3,0.7499999999999999,0.0,0.4,0.6,1.0,1.0,0.8,0.7745966692414834,0.8888888888888888,0.9309493362512627,0.717157287525381,3.0,13.0,0.0,2.0
f4,ga,4,3,0.14285714285714288,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2548235957188128,0.33333333333333337,1.0,5.0,10.0,2.0
f4,ibea,4,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,0.0,0.0
