proj,algo,exp,iter,F1,fpr,fnr,recall,tnr,precision,auc,G,accuracy,Gmean,balance,tp,tn,fp,fn
f10,ga,0,1,0.888888888888889,1.0,0.0,1.0,0.0,0.8,0.5,0.0,0.8,0.0,0.29289321881345254,12.0,0.0,3.0,0.0
f10,ibea,0,1,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.6,0.5773502691896257,0.6464466094067263,6.0,3.0,0.0,6.0
f10,nsga2,0,1,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.6,0.5773502691896257,0.6464466094067263,6.0,3.0,0.0,6.0
f10,nsga3,0,1,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.6,0.5773502691896257,0.6464466094067263,6.0,3.0,0.0,6.0
f10,rs,0,1,0.761904761904762,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5443310539518174,0.6666666666666667,8.0,2.0,1.0,4.0
f10,spea2,0,1,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.6,0.5773502691896257,0.6464466094067263,6.0,3.0,0.0,6.0
f1,ga,1,1,0.8,1.0,0.0,1.0,0.0,0.6666666666666666,0.5,0.0,0.6666666666666666,0.0,0.29289321881345254,12.0,0.0,6.0,0.0
f1,ibea,1,1,0.9565217391304348,0.0,0.08333333333333333,0.9166666666666666,1.0,1.0,0.9583333333333333,0.9574271077563381,0.9444444444444444,0.9258200997725514,0.941074434901121,11.0,6.0,0.0,1.0
f1,nsga2,1,1,0.9565217391304348,0.0,0.08333333333333333,0.9166666666666666,1.0,1.0,0.9583333333333333,0.9574271077563381,0.9444444444444444,0.9258200997725514,0.941074434901121,11.0,6.0,0.0,1.0
f1,nsga3,1,1,0.9565217391304348,0.0,0.08333333333333333,0.9166666666666666,1.0,1.0,0.9583333333333333,0.9574271077563381,0.9444444444444444,0.9258200997725514,0.941074434901121,11.0,6.0,0.0,1.0
f1,rs,1,1,0.8,1.0,0.0,1.0,0.0,0.6666666666666666,0.5,0.0,0.6666666666666666,0.0,0.29289321881345254,12.0,0.0,6.0,0.0
f1,spea2,1,1,0.9565217391304348,0.0,0.08333333333333333,0.9166666666666666,1.0,1.0,0.9583333333333333,0.9574271077563381,0.9444444444444444,0.9258200997725514,0.941074434901121,11.0,6.0,0.0,1.0
f2,ga,2,1,0.9090909090909091,1.0,0.11764705882352941,0.8823529411764706,0.0,0.9375,0.4411764705882353,0.0,0.8333333333333334,0.0,0.2880165625346939,15.0,0.0,1.0,2.0
