proj,algo,exp,iter,F1,fpr,fnr,recall,tnr,precision,auc,G,accuracy,Gmean,balance
f3,ga,3,1,0.6666666666666666,0.125,0.0,1.0,0.875,0.5,0.9375,0.9354143466934853,0.8888888888888888,0.7071067811865476,0.9116116523516815
f3,ibea,3,1,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.29289321881345254
f3,nsga2,3,1,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f3,nsga3,3,1,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f3,rs,3,1,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.29289321881345254
f3,spea2,3,1,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.29289321881345254
f4,ga,4,1,0.0,0.0625,1.0,0.0,0.9375,0.0,0.46875,0.0,0.8333333333333334,0.0,0.29151349695283535
f4,ibea,4,1,0.4,0.125,0.5,0.5,0.875,0.3333333333333333,0.6875,0.6614378277661477,0.8333333333333334,0.5577733510227171,0.6355655065721688
f4,nsga2,4,1,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f4,nsga3,4,1,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f4,rs,4,1,0.5714285714285715,0.1875,0.0,1.0,0.8125,0.4,0.90625,0.9013878188659973,0.8333333333333334,0.6324555320336759,0.8674174785275224
f4,spea2,4,1,0.4,0.125,0.5,0.5,0.875,0.3333333333333333,0.6875,0.6614378277661477,0.8333333333333334,0.5577733510227171,0.6355655065721688
f5,ga,5,1,0.0,0.0625,1.0,0.0,0.9375,0.0,0.46875,0.0,0.8333333333333334,0.0,0.29151349695283535
f5,ibea,5,1,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f5,nsga2,5,1,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f5,nsga3,5,1,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f5,rs,5,1,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f5,spea2,5,1,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f6,ga,6,1,0.6666666666666666,0.125,0.0,1.0,0.875,0.5,0.9375,0.9354143466934853,0.8888888888888888,0.7071067811865476,0.9116116523516815
f6,ibea,6,1,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408
f6,nsga2,6,1,0.6666666666666666,0.125,0.0,1.0,0.875,0.5,0.9375,0.9354143466934853,0.8888888888888888,0.7071067811865476,0.9116116523516815
f6,nsga3,6,1,0.5714285714285715,0.1875,0.0,1.0,0.8125,0.4,0.90625,0.9013878188659973,0.8333333333333334,0.6324555320336759,0.8674174785275224
f6,rs,6,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f6,spea2,6,1,0.6666666666666666,0.125,0.0,1.0,0.875,0.5,0.9375,0.9354143466934853,0.8888888888888888,0.7071067811865476,0.9116116523516815
f7,ga,7,1,0.22222222222222224,0.375,0.5,0.5,0.625,0.14285714285714285,0.5625,0.5590169943749475,0.6111111111111112,0.3603749850782236,0.5580582617584078
f7,ibea,7,1,0.0,0.125,1.0,0.0,0.875,0.0,0.4375,0.0,0.7777777777777778,0.0,0.2873903593130389
f7,nsga2,7,1,0.0,0.3125,1.0,0.0,0.6875,0.0,0.34375,0.0,0.6111111111111112,0.0,0.2591706505543939
f7,nsga3,7,1,0.0,0.1875,1.0,0.0,0.8125,0.0,0.40625,0.0,0.7222222222222222,0.0,0.2805709729236664
f7,rs,7,1,0.0,0.125,1.0,0.0,0.875,0.0,0.4375,0.0,0.7777777777777778,0.0,0.2873903593130389
f7,spea2,7,1,0.0,0.125,1.0,0.0,0.875,0.0,0.4375,0.0,0.7777777777777778,0.0,0.2873903593130389
f8,ga,8,1,0.0,0.0625,1.0,0.0,0.9375,0.0,0.46875,0.0,0.8333333333333334,0.0,0.29151349695283535
f8,ibea,8,1,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f8,nsga2,8,1,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f8,nsga3,8,1,0.4,0.125,0.5,0.5,0.875,0.3333333333333333,0.6875,0.6614378277661477,0.8333333333333334,0.5577733510227171,0.6355655065721688
f8,rs,8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.29289321881345254
f8,spea2,8,1,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f9,ga,9,1,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.7777777777777778,0.0,0.29289321881345254
f9,ibea,9,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f9,nsga2,9,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f9,nsga3,9,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f9,rs,9,1,0.5714285714285715,0.42857142857142855,0.0,1.0,0.5714285714285714,0.4,0.7857142857142857,0.7559289460184544,0.6666666666666666,0.6324555320336759,0.6969542366343369
f9,spea2,9,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f10,ga,0,2,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.875,0.9309493362512627,0.5285954792089683
f10,ibea,0,2,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.875,0.9309493362512627,0.5285954792089683
f10,nsga2,0,2,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.875,0.9309493362512627,0.5285954792089683
f10,nsga3,0,2,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.875,0.9309493362512627,0.5285954792089683
f10,rs,0,2,0.4,0.07692307692307693,0.6666666666666666,0.3333333333333333,0.9230769230769231,0.5,0.6282051282051282,0.5547001962252291,0.8125,0.6546536707079771,0.5254678070943142
f10,spea2,0,2,0.4,0.07692307692307693,0.6666666666666666,0.3333333333333333,0.9230769230769231,0.5,0.6282051282051282,0.5547001962252291,0.8125,0.6546536707079771,0.5254678070943142
f1,ga,1,2,0.6666666666666666,0.125,0.0,1.0,0.875,0.5,0.9375,0.9354143466934853,0.8888888888888888,0.7071067811865476,0.9116116523516815
f1,ibea,1,2,0.5714285714285715,0.1875,0.0,1.0,0.8125,0.4,0.90625,0.9013878188659973,0.8333333333333334,0.6324555320336759,0.8674174785275224
f1,nsga2,1,2,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408
f1,nsga3,1,2,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408
f1,rs,1,2,0.25,0.75,0.0,1.0,0.25,0.14285714285714285,0.625,0.5,0.3333333333333333,0.3779644730092272,0.4696699141100894
f1,spea2,1,2,0.6666666666666666,0.125,0.0,1.0,0.875,0.5,0.9375,0.9354143466934853,0.8888888888888888,0.7071067811865476,0.9116116523516815
f2,ga,2,2,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8333333333333334,0.0,0.29289321881345254
f2,ibea,2,2,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.8888888888888888,0.9393364366277243,0.5285954792089683
f2,nsga2,2,2,0.4,0.06666666666666667,0.6666666666666666,0.3333333333333333,0.9333333333333333,0.5,0.6333333333333333,0.5577733510227171,0.8333333333333334,0.6614378277661477,0.5262443198816035
f2,nsga3,2,2,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.8888888888888888,0.9393364366277243,0.5285954792089683
f2,rs,2,2,0.4,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5096471914376255,0.6666666666666667
f2,spea2,2,2,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8333333333333334,0.0,0.29289321881345254
f3,ga,3,2,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.29289321881345254
f3,ibea,3,2,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.29289321881345254
f3,nsga2,3,2,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f3,nsga3,3,2,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.29289321881345254
f3,rs,3,2,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.29289321881345254
f3,spea2,3,2,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f4,ga,4,2,0.2857142857142857,0.625,0.0,1.0,0.375,0.16666666666666666,0.6875,0.6123724356957945,0.4444444444444444,0.408248290463863,0.5580582617584078
f4,ibea,4,2,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f4,nsga2,4,2,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f4,nsga3,4,2,0.0,0.0625,1.0,0.0,0.9375,0.0,0.46875,0.0,0.8333333333333334,0.0,0.29151349695283535
f4,rs,4,2,0.28571428571428575,0.25,0.5,0.5,0.75,0.2,0.625,0.6123724356957945,0.7222222222222222,0.4296689244236597,0.6047152924789526
f4,spea2,4,2,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f5,ga,5,2,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f5,ibea,5,2,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f5,nsga2,5,2,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f5,nsga3,5,2,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f5,rs,5,2,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f5,spea2,5,2,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f6,ga,6,2,0.6666666666666666,0.125,0.0,1.0,0.875,0.5,0.9375,0.9354143466934853,0.8888888888888888,0.7071067811865476,0.9116116523516815
f6,ibea,6,2,0.5714285714285715,0.1875,0.0,1.0,0.8125,0.4,0.90625,0.9013878188659973,0.8333333333333334,0.6324555320336759,0.8674174785275224
f6,nsga2,6,2,0.6666666666666666,0.125,0.0,1.0,0.875,0.5,0.9375,0.9354143466934853,0.8888888888888888,0.7071067811865476,0.9116116523516815
f6,nsga3,6,2,0.6666666666666666,0.125,0.0,1.0,0.875,0.5,0.9375,0.9354143466934853,0.8888888888888888,0.7071067811865476,0.9116116523516815
f6,rs,6,2,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.29289321881345254
f6,spea2,6,2,0.5,0.25,0.0,1.0,0.75,0.3333333333333333,0.875,0.8660254037844386,0.7777777777777778,0.5773502691896257,0.8232233047033631
f7,ga,7,2,0.3333333333333333,0.1875,0.5,0.5,0.8125,0.25,0.65625,0.6373774391990981,0.7777777777777778,0.48181205582971576,0.6224048133251696
f7,ibea,7,2,0.28571428571428575,0.25,0.5,0.5,0.75,0.2,0.625,0.6123724356957945,0.7222222222222222,0.4296689244236597,0.6047152924789526
f7,nsga2,7,2,0.0,0.125,1.0,0.0,0.875,0.0,0.4375,0.0,0.7777777777777778,0.0,0.2873903593130389
f7,nsga3,7,2,0.0,0.125,1.0,0.0,0.875,0.0,0.4375,0.0,0.7777777777777778,0.0,0.2873903593130389
f7,rs,7,2,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.29289321881345254
f7,spea2,7,2,0.0,0.125,1.0,0.0,0.875,0.0,0.4375,0.0,0.7777777777777778,0.0,0.2873903593130389
f8,ga,8,2,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.29289321881345254
f8,ibea,8,2,0.0,0.0625,1.0,0.0,0.9375,0.0,0.46875,0.0,0.8333333333333334,0.0,0.29151349695283535
f8,nsga2,8,2,0.4,0.125,0.5,0.5,0.875,0.3333333333333333,0.6875,0.6614378277661477,0.8333333333333334,0.5577733510227171,0.6355655065721688
f8,nsga3,8,2,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f8,rs,8,2,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.29289321881345254
f8,spea2,8,2,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f9,ga,9,2,0.888888888888889,0.07142857142857142,0.0,1.0,0.9285714285714286,0.8,0.9642857142857143,0.9636241116594315,0.9444444444444444,0.8944271909999159,0.9494923727723895
f9,ibea,9,2,0.75,0.07142857142857142,0.25,0.75,0.9285714285714286,0.75,0.8392857142857143,0.8345229603962802,0.8888888888888888,0.8345229603962802,0.8161494617680893
f9,nsga2,9,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f9,nsga3,9,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f9,rs,9,2,0.4444444444444445,0.7142857142857143,0.0,1.0,0.2857142857142857,0.2857142857142857,0.6428571428571428,0.5345224838248488,0.4444444444444444,0.5345224838248488,0.4949237277238947
f9,spea2,9,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f10,ga,0,3,0.36363636363636365,0.46153846153846156,0.3333333333333333,0.6666666666666666,0.5384615384615384,0.25,0.6025641025641024,0.599144689515278,0.5625,0.46770717334674267,0.5974277315869851
f10,ibea,0,3,0.4,0.07692307692307693,0.6666666666666666,0.3333333333333333,0.9230769230769231,0.5,0.6282051282051282,0.5547001962252291,0.8125,0.6546536707079771,0.5254678070943142
f10,nsga2,0,3,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.875,0.9309493362512627,0.5285954792089683
f10,nsga3,0,3,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.875,0.9309493362512627,0.5285954792089683
f10,rs,0,3,0.3157894736842105,1.0,0.0,1.0,0.0,0.1875,0.5,0.0,0.1875,0.0,0.29289321881345254
f10,spea2,0,3,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.875,0.9309493362512627,0.5285954792089683
f1,ga,1,3,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.29289321881345254
f1,ibea,1,3,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408
f1,nsga2,1,3,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408
f1,nsga3,1,3,0.5714285714285715,0.1875,0.0,1.0,0.8125,0.4,0.90625,0.9013878188659973,0.8333333333333334,0.6324555320336759,0.8674174785275224
f1,rs,1,3,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f1,spea2,1,3,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408
f2,ga,2,3,0.2857142857142857,1.0,0.0,1.0,0.0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.0,0.29289321881345254
f2,ibea,2,3,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.8888888888888888,0.9393364366277243,0.5285954792089683
f2,nsga2,2,3,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.8888888888888888,0.9393364366277243,0.5285954792089683
f2,nsga3,2,3,0.4,0.06666666666666667,0.6666666666666666,0.3333333333333333,0.9333333333333333,0.5,0.6333333333333333,0.5577733510227171,0.8333333333333334,0.6614378277661477,0.5262443198816035
f2,rs,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8333333333333334,0.0,0.29289321881345254
f2,spea2,2,3,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5773502691896257,0.8888888888888888,0.9393364366277243,0.5285954792089683
f3,ga,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.8888888888888888,0.0,0.29289321881345254
f3,ibea,3,3,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f3,nsga2,3,3,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f3,nsga3,3,3,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f3,rs,3,3,0.5714285714285715,0.1875,0.0,1.0,0.8125,0.4,0.90625,0.9013878188659973,0.8333333333333334,0.6324555320336759,0.8674174785275224
f3,spea2,3,3,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f4,ga,4,3,0.5714285714285715,0.1875,0.0,1.0,0.8125,0.4,0.90625,0.9013878188659973,0.8333333333333334,0.6324555320336759,0.8674174785275224
f4,ibea,4,3,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f4,nsga2,4,3,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f4,nsga3,4,3,0.4,0.125,0.5,0.5,0.875,0.3333333333333333,0.6875,0.6614378277661477,0.8333333333333334,0.5577733510227171,0.6355655065721688
f4,rs,4,3,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f4,spea2,4,3,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f5,ga,5,3,0.19999999999999998,1.0,0.0,1.0,0.0,0.1111111111111111,0.5,0.0,0.1111111111111111,0.0,0.29289321881345254
f5,ibea,5,3,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f5,nsga2,5,3,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f5,nsga3,5,3,0.4,0.125,0.5,0.5,0.875,0.3333333333333333,0.6875,0.6614378277661477,0.8333333333333334,0.5577733510227171,0.6355655065721688
f5,rs,5,3,0.4,0.125,0.5,0.5,0.875,0.3333333333333333,0.6875,0.6614378277661477,0.8333333333333334,0.5577733510227171,0.6355655065721688
f5,spea2,5,3,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408
f6,ga,6,3,0.0,0.125,1.0,0.0,0.875,0.0,0.4375,0.0,0.7777777777777778,0.0,0.2873903593130389
f6,ibea,6,3,0.5,0.25,0.0,1.0,0.75,0.3333333333333333,0.875,0.8660254037844386,0.7777777777777778,0.5773502691896257,0.8232233047033631
f6,nsga2,6,3,0.5,0.25,0.0,1.0,0.75,0.3333333333333333,0.875,0.8660254037844386,0.7777777777777778,0.5773502691896257,0.8232233047033631
f6,nsga3,6,3,0.6666666666666666,0.125,0.0,1.0,0.875,0.5,0.9375,0.9354143466934853,0.8888888888888888,0.7071067811865476,0.9116116523516815
f6,rs,6,3,0.6666666666666666,0.125,0.0,1.0,0.875,0.5,0.9375,0.9354143466934853,0.8888888888888888,0.7071067811865476,0.9116116523516815
f6,spea2,6,3,0.6666666666666666,0.125,0.0,1.0,0.875,0.5,0.9375,0.9354143466934853,0.8888888888888888,0.7071067811865476,0.9116116523516815
f7,ga,7,3,0.8,0.0625,0.0,1.0,0.9375,0.6666666666666666,0.96875,0.9682458365518543,0.9444444444444444,0.816496580927726,0.9558058261758408
f7,ibea,7,3,0.0,0.0625,1.0,0.0,0.9375,0.0,0.46875,0.0,0.8333333333333334,0.0,0.29151349695283535
f7,nsga2,7,3,0.0,0.0625,1.0,0.0,0.9375,0.0,0.46875,0.0,0.8333333333333334,0.0,0.29151349695283535
f7,nsga3,7,3,0.0,0.1875,1.0,0.0,0.8125,0.0,0.40625,0.0,0.7222222222222222,0.0,0.2805709729236664
f7,rs,7,3,0.0,0.0625,1.0,0.0,0.9375,0.0,0.46875,0.0,0.8333333333333334,0.0,0.29151349695283535
f7,spea2,7,3,0.0,0.1875,1.0,0.0,0.8125,0.0,0.40625,0.0,0.7222222222222222,0.0,0.2805709729236664
f8,ga,8,3,0.4,0.375,0.0,1.0,0.625,0.25,0.8125,0.7905694150420949,0.6666666666666666,0.5,0.7348349570550448
f8,ibea,8,3,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f8,nsga2,8,3,0.0,0.0625,1.0,0.0,0.9375,0.0,0.46875,0.0,0.8333333333333334,0.0,0.29151349695283535
f8,nsga3,8,3,0.0,0.0625,1.0,0.0,0.9375,0.0,0.46875,0.0,0.8333333333333334,0.0,0.29151349695283535
f8,rs,8,3,0.6666666666666666,0.0,0.5,0.5,1.0,1.0,0.75,0.7071067811865476,0.9444444444444444,0.9701425001453319,0.6464466094067263
f8,spea2,8,3,0.5,0.0625,0.5,0.5,0.9375,0.5,0.71875,0.6846531968814576,0.8888888888888888,0.6846531968814576,0.6436951796565195
f9,ga,9,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f9,ibea,9,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f9,nsga2,9,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f9,nsga3,9,3,0.75,0.07142857142857142,0.25,0.75,0.9285714285714286,0.75,0.8392857142857143,0.8345229603962802,0.8888888888888888,0.8345229603962802,0.8161494617680893
f9,rs,9,3,0.5333333333333333,0.5,0.0,1.0,0.5,0.36363636363636365,0.75,0.7071067811865476,0.6111111111111112,0.6030226891555273,0.6464466094067263
f9,spea2,9,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
